NOC,Year,X3x3.Basketball,X3x3.Basketball..Basketball,Aeronautics,Alpinism,Archery,Art.Competitions,Artistic.Gymnastics,Artistic.Swimming,Athletics,Badminton,Baseball,Baseball.Softball,Basketball,Basque.Pelota,Beach.Volleyball,Boxing,Breaking,Canoe.Slalom,Canoe.Sprint,Canoeing,Cricket,Croquet,Cycling,Cycling.BMX.Freestyle,Cycling.BMX.Racing,Cycling.Mountain.Bike,Cycling.Road,Cycling.Road..Cycling.Mountain.Bike,Cycling.Road..Cycling.Track,Cycling.Road..Triathlon,Cycling.Track,Diving,Equestrian,Equestrianism,Fencing,Figure.Skating,Football,Golf,Gymnastics,Handball,Hockey,Ice.Hockey,Jeu.De.Paume,Judo,Karate,Lacrosse,Marathon.Swimming,Marathon.Swimming..Swimming,Modern.Pentathlon,Motorboating,Polo,Racquets,Rhythmic.Gymnastics,Roque,Rowing,Rugby,Rugby.Sevens,Sailing,Shooting,Skateboarding,Softball,Sport.Climbing,Surfing,Swimming,Synchronized.Swimming,Table.Tennis,Taekwondo,Tennis,Trampoline.Gymnastics,Trampolining,Triathlon,Tug.Of.War,Volleyball,Water.Polo,Weightlifting,Wrestling,Total,Host,,,,,,
IND,1972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.745247146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,
IND,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.56684491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,
IND,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012195123,0,0,0,0,0,0,0,0,1,0,,,,,,
IND,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012195123,0,1,0,,,,,,
IND,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016129035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,
IND,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017667845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02599653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008746356,3,0,,,,,,
IND,2012,0,0,0,0,0,0,0,0,0,0.03296703,0,0,0,0,0,0.028268552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053571435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029498525,6,0,,,,,,
IND,2016,0,0,0,0,0,0,0,0,0,0.039548026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020231211,2,0,,,,,,
IND,2020,0,0,0,0,0,0,0,0,0.012510774,0.022099448,0,0,0,0,0,0.031141872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.500000012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005076142,0.048442905,7,0,,,,,,
IND,2024,0,0,0,0,0,0,0,0,0.01360544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.616867472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.230630624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020618556,6,0,,,,,,
IRI,1948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041666665,0,1,0,,,,,,
IRI,1952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.098591549,0.152671752,7,0,,,,,,
IRI,1956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06666667,0.164102568,5,0,,,,,,
IRI,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.079470204,2,0,,,,,,
IRI,1968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.081081081,5,0,,,,,,
IRI,1972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015957447,0.068459664,3,0,,,,,,
IRI,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040462429,0.04871061,2,0,,,,,,
IRI,1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03282276,1,0,,,,,,
IRI,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129380048,3,0,,,,,,
IRI,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07481297,3,0,,,,,,
IRI,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019607844,0,0,0,0,0,0,0,0.048780486,0.035031843,4,0,,,,,,
IRI,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032258064,0,0,0,0,0,0,0,0.024096384,0.11403509,6,0,,,,,,
IRI,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023809524,0,0,0,0,0,0,0,0,0.034985424,2,0,,,,,,
IRI,2012,0,0,0,0,0,0,0,0,0.00438982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0234375,0,0,0,0,0,0,0,0.095238096,0.230088495,13,0,,,,,,
IRI,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031746032,0,0,0,0,0,0,0,0.039215685,0.173410404,8,0,,,,,,
IRI,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037037037,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022530326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010152284,0.15224913,7,0,,,,,,
IRL,1928,0,0,0,0,0,0,0,0,0.01209678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,
IRL,1952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032128512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,
IRL,1956,0,0,0,0,0,0,0,0,0.003948668,0,0,0,0,0,0,0.17391304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,,,,,,
IRL,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01858736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,
IRL,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025830259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025641026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,,,,,
IRL,1984,0,0,0,0,0,0,0,0,0.011350068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,
IRL,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,,,,,
IRL,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026911313,0,0,0,0,0,0,0,0,0,0,0,0,4,0,,,,,,
IRL,2000,0,0,0,0,0,0,0,0,0.015802254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,
IRL,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053003535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,,,,,,
IRL,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084805656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037142859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,,,,,,
IRL,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01818182,0,0,0.015789474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,,,,,
IRL,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048442905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148288972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,,,,,,
IRL,2024,0,0,0,0,0,0,0.001618122,0,0,0,0,0,0,0,0,0.04032258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0.126984128,0,0,0,0,0,0,0,0,0.01701324,0,0,0,0,0,0,0,0,0,0,0,0,7,0,,,,,,
ISL,1956,0,0,0,0,0,0,0,0,0.001974334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,
ISL,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009433962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,
ISL,2000,0,0,0,0,0,0,0,0,0.002431116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,
ISL,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.571428578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,
ISR,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018475752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,,,,,
ISR,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01091703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,
ISR,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017857144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,
ISR,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013020835,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014962596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,,,,,
ISR,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,
ISR,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035989716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,,,,,
ISR,2020,0,0,0,0,0,0,0.007540056,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.490310067,0,0,0,0,0,0,0,0,0.072916669,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007692308,0,0,0,0,0,0,0,0,0,4,0,,,,,,
ISR,2024,0,0,0,0,0,0,0.007281549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128801424,0,0,0,0,0,0,0,0,0.319148934,0,0,0,0,0.048484848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,,,,,,
ITA,1900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10869565,0,0,0,0,0,0,0,0,0,0,0.12658228,0.088328072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,,,,,,
ITA,1908,0,0,0,0,0,0,0,0,0.028277634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.520833325,0,0,0,0.09169056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007518797,4,0,,,,,,
ITA,1912,0,0,0,0,0,0.242424244,0,0,0.025987525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08443272,0,0,0,1.548387096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,,,,,,
ITA,1920,0,0,0,0,0,0.363636364,0,0,0.212014125,0,0,0,0,0,0,0.04310345,0,0,0,0,0,0,0.3773585,0,0,0,0,0,0,0,0,0,0,1.287878792,3.76,0,0,0,3.406844096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208333332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0.188679245,0,23,0,,,,,,
ITA,1924,0,0,0,0,0,0,0,0,0.10967099,0,0,0,0,0,0,0,0,0,0,0,0,0,0.273092369,0,0,0,0,0,0,0,0,0,0,0.412371136,0.924528304,0,0,0,1.128526632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04081633,0,0,0,0,0,0,0,0,0,0,0,0,0.043478259,0,0,0,0,0,0,0.420560745,0,16,0,,,,,,
ITA,1928,0,0,0,0,0,0.034653472,0,0,0,0,0,0,0,0,0,0.194444446,0,0,0,0,0,0,0.28193832,0,0,0,0,0,0,0,0,0,0,0,1.116279072,0,1.319634707,0,1.331325284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.947368422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127659576,0.0591716,19,0,,,,,,
ITA,1936,0,0,0,0,0,0.510455146,0,0,0.309831171,0,0,0,0,0,0,0.089385472,0,0,0,0,0,0,0.212624592,0,0,0,0,0,0,0,0,0,0,0,1.165467636,0,0.975124374,0,0,0,0,0,0,0,0,0,0,0,0.071428572,0,0,0,0,0,0.758620698,0,0,0.488372094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,,,,,,
ITA,1948,0,0,0,0,0,0.399150743,0,0,0.213130344,0,0,0,0,0,0,0.195121952,0,0,0,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,1.24015749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.817610066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.519230772,0,0.144104807,27,0,,,,,,
ITA,1952,0,0,0,0,0,0,0,0,0.06547618,0,0,0,0,0,0,0.12048193,0,0,0,0,0,0,0.493573264,0,0,0,0,0,0,0,0,0,0,0,1.3555992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123348022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.633507853,0,0.053435116,21,0,,,,,,
ITA,1956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09937888,0,0,0,0,0,0,0.582191775,0,0,0,0,0,0,0,0,0,0,0.201342276,1.773381291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.406976745,0,0,0.155844156,0.0456621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076190476,0.05128205,25,0,,,,,,
ITA,1964,0,0,0,0,0,0,0,0,0.041947556,0,0,0,0,0,0,0.18587361,0,0,0,0,0,0,0.598669632,0,0,0,0,0,0,0,0,0.039215688,0,0.500000004,0.731808736,0,0,0,0.097035024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.238095234,0,0,0,0.01602564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,,,,,,
ITA,1968,0,0,0,0,0,0,0,0,0.047583648,0,0,0,0,0,0,0.035830619,0,0,0,0,0,0,0.432712213,0,0,0,0,0,0,0,0,0.110091744,0,0,0.391836736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.273743022,0,0,0.095238096,0.019512192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,,,,,,
ITA,1972,0,0,0,0,0,0,0,0,0.0533808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.096774192,0,0.27607362,0.384769536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050847456,0,0,0,0,0.092636583,0,0,0,0,0,0,0,0,0,0,0.031914894,0.034229832,18,0,,,,,,
ITA,1976,0,0,0,0,0.0625,0,0,0,0.02775636,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0382653,0,0,0,0,0,0,0,0,0.114285714,0,0,0.791752576,0,0,0,0,0,0,0,0,0.019480518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.070460702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.923664126,0,0,13,0,,,,,,
ITA,1980,0,0,0,0,0.044776119,0,0,0,0.204258685,0,0,0,1.339534872,0,0,0.014760148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011363636,0,0.327868856,0.31152648,0,0,0,0,0,0,0,0,0.005181347,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076923078,0.041198498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022222224,15,0,,,,,,
ITA,1984,0,0,0,0,0,0,0,0,0.271804065,0,0,0,0,0,0,0.098870058,0,0,0,0,0,0,0.193684219,0,0,0,0,0,0,0,0,0,0,0,1.433962272,0,0,0,0,0,0,0,0,0.023584905,0,0,0,0,0.291262134,0,0,0,0,0,0.148387099,0,0,0.073333337,0.066790356,0,0,0,0,0,0,0,0,0,0,0,0,0,0.692307696,0,0.016129032,0.024475521,32,0,,,,,,
ITA,1988,0,0,0,0,0,0,0,0,0.066925308,0,0,0,0,0,0,0.016203705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75889328,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19672131,0,0,0,0,0,0.314102572,0,0,0,0,0,0,0,0,0.029739792,0,0,0,0,0,0,0,0,0,0,0,0.008752736,14,0,,,,,,
ITA,1992,0,0,0,0,0,0,0,0,0.02142162,0,0,0,0,0,0,0,0,0,0,0.097103927,0,0,0.21201414,0,0,0,0,0,0,0,0,0,0,0,0.489082976,0,0,0,0,0,0,0,0,0.020785221,0,0,0,0,0.153846156,0,0,0,0,0,0.222390315,0,0,0,0.056737584,0,0,0,0,0.06687306,0,0,0,0,0,0,0,0,0,0.947368416,0,0.01347709,19,0,,,,,,
ITA,1996,0,0,0,0,0.165137616,0,0,0,0.098910314,0,0,0,0,0,0,0,0,0,0,0.219130434,0,0,0.222602744,0,0,0,0,0,0,0,0,0,0,0,1.15979382,0,0,0,0.04366502,0,0,0,0,0.046511631,0,0,0,0,0,0,0,0,0,0,0.103059584,0,0,0.034934496,0.155228765,0,0,0,0,0.017737009,0,0,0,0,0,0,0,0,0.523636368,1.10457516,0,0,35,0,,,,,,
ITA,2000,0,0,0,0,0.174757284,0,0,0,0.04051865,0,0,0,0,0,0,0.019543974,0,0,0,0.08928571,0,0,0.135265704,0,0,0,0,0,0,0,0,0,0,0,1.080229236,0,0,0,0,0,0,0,0,0.090452259,0,0,0,0,0,0,0,0,0,0,0.598930472,0,0,0.089552232,0.060100164,0,0,0,0,0.14474439,0,0,0,0,0,0,0,0,1.032258072,0,0,0,34,0,,,,,,
